TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility
2021Sep,112,1,,,,,,,,,5,15,20,25,20,10,5,,,,5.555555555555555,,,
2021Sep,114,1.3,,,,,,,,,,,,,,,,,,,1,,,
2021Sep,115,1.2,0,0,0,.002,.018,.114,.549,1.998,5.488,11.383,17.834,21.1034,18.864,12.735,6.494,2.501,.727,.1896,6.691537574024761,,,
2021Sep,117,1.2,,,,,,,,,,,,,,,,,,,1,,,
2021Sep,121,-.28,0,0,0,0,1,5,13,22,25,20,10,3,1,0,0,0,0,0,5.512679162072767,,,
2021Sep,127,.5,0,0,0,0,.5,1,5,8,12,20,22,17,8,5,1,.5,0,0,6.677796327212019,,,
2021Sep,128,1.2,,,,,,1,1,2,4,6,15,40,15,8,4,2,1,1,4.557885141294439,,,
2021Sep,131,1.2,,,,,,,,,5,10,20,35,20,10,,,,,4.444444444444445,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2021Dec,1,1.5,,1,3,6,10,28,30,15,4,2,1,,4.816955684007707,,,,,,,,
2021Dec,2,.8,0,0,0,10,70,20,0,0,0,0,0,0,1.8518518518518519,,,,,,,,
2021Dec,4,.7,2.5,1,5,25,30,20,10,5,1.5,,,,4.797313504437516,,,,,,,,
2021Dec,5,1.2,,,,10,20,35,25,10,,,,,4.081632653061225,,,,,,,,
2021Dec,6,.7,,,,30,40,25,5,,,,,,3.1746031746031744,,,,,,,,
2021Dec,14,.1,2,13,26,32,20,6,1,0,0,0,0,0,4.329004329004329,,,,,,,,
2021Dec,16,.7,6,5,8,16,20,17,13,10,4,1,0,0,7.374631268436578,,,,,,,,
2021Dec,20,1,,,2,13,25,30,17,10,3,,,,4.770992366412213,,,,,,,,
2021Dec,22,1.3,,,,10,20,35,25,10,,,,,4.081632653061225,,,,,,,,
2021Dec,23,1.2,,3,8,18,26,23,16,5,1,,,,5.307855626326964,,,,,,,,
2021Dec,24,1.1285152896,1,2,4,15,20,22,24,6,3,2,1,,5.694760820045557,,,,,,,,
2021Dec,26,1.3,,5,5,10,17,25,15,10,5,5,3,,6.906077348066298,,,,,,,,
2021Dec,29,1.3,0,.5,1,4.5,7,65,15,5,1,.5,.5,0,2.199252254233561,,,,,,,,
2021Dec,30,1.59,,,,,,,,,,,,,1,,,,,,,,
2021Dec,32,2.3,,,,,,,,,,,,,1,,,,,,,,
2021Dec,37,1.3,,,,4,22,51,23,,,,,,2.7548209366391183,,,,,,,,
2021Dec,39,1.9,,,,,10,15,35,30,10,,,,3.9215686274509802,,,,,,,,
2021Dec,47,1,,,,,,,,,,,,,1,,,,,,,,
2021Dec,49,1.4,,,,,,,,,,,,,1,,,,,,,,
2021Dec,56,1.2,,,,10,20,40,20,10,,,,,3.8461538461538463,,,,,,,,
2021Dec,61,1.6,,,,2.5,15,25,40,15,2.5,,,,3.7209302325581395,,,,,,,,
2021Dec,63,1.5,,,,,5,35,50,10,,,,,2.5974025974025974,,,,,,,,
2021Dec,68,1.1,,,,,,,,,,,,,1,,,,,,,,
2021Dec,70,1.3,,,,,,,,,,,,,1,,,,,,,,
2021Dec,73,1.5,,,,,15,35,40,10,,,,,3.1746031746031744,,,,,,,,
2021Dec,85,1.3332068027,.0000005166,.000269347,.0370083299,1.3681039491,13.9974058167,40.8412927436,34.6396792505,8.512757968,.5921173311,.0113069501,.0000577201,.0000000773,3.1861981052965227,,,,,,,,
2021Dec,88,1.1,,,,,,,,,,,,,1,,,,,,,,
2021Dec,89,1.623,,,2.5,5,10,25,35,15,5,2.5,,,4.4692737430167595,,,,,,,,
2021Dec,90,1.1,0,4,8,10,20,25,20,10,2,1,0,0,5.847953216374268,,,,,,,,
2021Dec,93,1.6,,,,,5,30,47.5,15,2.5,,,,2.93040293040293,,,,,,,,
2021Dec,95,1.1045251185,1.1341038597,3.3174567829,7.5576034208,13.4087811771,18.5276734399,19.9378741792,16.7094899738,10.9062115281,5.5438442266,2.1946966484,.6766504291,.0856143344,7.021650436386826,,,,,,,,
2021Dec,96,1.3,,,3,7,20,35,15,10,7,3,,,4.840271055179091,,,,,,,,
2021Dec,97,1.2,,,,,,,,,,,,,1,,,,,,,,
2021Dec,98,1.5,,,,5,15,35,40,5,,,,,3.225806451612903,,,,,,,,
2021Dec,99,1.6,,,,,,,,,,,,,1,,,,,,,,
2021Dec,101,.9,,,,,,,,,,,,,1,,,,,,,,
2021Dec,102,1.7,,,,,,,,,,,,,1,,,,,,,,
2021Dec,105,1.2,,,,,,95,5,,,,,,1.1049723756906078,,,,,,,,
2021Dec,107,1.4769486808,.0176218817,.1900251393,1.3338697152,5.7806930953,15.4866220531,25.6712433021,26.3432728527,16.7354205115,6.5788504206,1.59891304,.2399540587,.0235139298,5.117658847479884,,,,,,,,
2021Dec,108,2.73508,,,,,,3.1,11.04,19.05,26.17,21.65,13.51,5.48,5.374795220302106,,,,,,,,
2021Dec,109,1.6,0,0,0,0,5,30,40,25,0,0,0,0,3.1746031746031744,,,,,,,,
2021Dec,110,1.4,.0675811765,.4500403206,2.2071827093,7.2688209224,16.0838913882,23.9224834831,23.9224834829,16.0838913882,7.2688209224,2.2071827093,.4500403206,.0675811765,5.624984775125101,,,,,,,,
2021Dec,112,1,,,5,15,20,25,20,10,5,,,,5.555555555555555,,,,,,,,
2021Dec,114,1.2,,,,,,,,,,,,,1,,,,,,,,
2021Dec,115,1.5,.3645796174,.8194084302,2.943218108,7.1879407596,13.3910888927,19.0327964057,20.6391182363,17.0760601285,10.7789836099,5.1907138376,1.9066991784,.6693927957,6.814400174008314,,,,,,,,
2021Dec,116,1,,,,5,40,50,5,,,,,,2.4096385542168677,,,,,,,,
2021Dec,117,1.3,,,,,,,,,,,,,1,,,,,,,,
2021Dec,118,1.2,,,,,,,,,,,,,1,,,,,,,,
2021Dec,121,1.49,.5,1,2.5,5,15,25,25,15,7,3,.5,.5,5.583472920156337,,,,,,,,
2021Dec,127,1.3,0,2,5,10,17,30,17,11,5,2,1,0,5.688282138794084,,,,,,,,
2021Dec,128,1.4,,,2,8,20,25,20,18,5,2,,,5.417118093174431,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2022Mar,1,1.5,,1,3,6,10,28,30,15,4,2,1,,4.816955684007707,,,,,,,,
2022Mar,2,1.4,0,0,0,0,0,60,40,0,0,0,0,0,1.9230769230769231,,,,,,,,
2022Mar,4,1.2,2.5,2.5,2.5,10,20,20,20,10,5,2.5,2.5,2.5,6.837606837606837,,,,,,,,
2022Mar,5,1.7,,,,,10,20,35,25,10,,,,4.081632653061225,,,,,,,,
2022Mar,6,.9,,,,10,45,35,10,,,,,,2.898550724637681,,,,,,,,
2022Mar,8,1.5,,,,5,15,28,32,15,5,,,,4.332755632582323,,,,,,,,
2022Mar,14,.4,3,9,19,27,23,13,5,1,0,0,0,0,5.252100840336134,,,,,,,,
2022Mar,16,1.9,3,4,5,6,9,15,18,16,9,7,6,2,8.756567425569177,,,,,,,,
2022Mar,20,1.4,,,,5,15,35,25,15,5,,,,4.25531914893617,,,,,,,,
2022Mar,22,1.7,,,,,,25,50,25,,,,,2.6666666666666665,,,,,,,,
2022Mar,23,1.2,,,2,5,15,23,32,18,5,,,,4.638218923933209,,,,,,,,
2022Mar,24,1.0114652624,1,2,6,16,20,24,19,6,3,2,1,,5.938242280285036,,,,,,,,
2022Mar,26,1.3,,5,5,10,17,25,15,10,5,5,3,,6.906077348066298,,,,,,,,
2022Mar,29,1.6,0,.5,.5,1,14.5,15,55,7,5,1,.5,0,2.8272547356516826,,,,,,,,
2022Mar,30,1.6,,,,,,,,,,,,,1,,,,,,,,
2022Mar,37,1,,,,,15,70,15,,,,,,1.8691588785046729,,,,,,,,
2022Mar,39,1.6,,,,5,5,30,35,25,,,,,3.5714285714285716,,,,,,,,
2022Mar,47,1.1,,,,,,,,,,,,,1,,,,,,,,
2022Mar,48,1.5,,,,,,45,40,15,,,,,2.5974025974025974,,,,,,,,
2022Mar,49,.72,,,,,,,,,,,,,1,,,,,,,,
2022Mar,52,1.2,0,0,1,9,23,32,22,9,3,1,0,0,4.524886877828054,,,,,,,,
2022Mar,56,2.05,,,,,,5,40,45,10,,,,2.6666666666666665,,,,,,,,
2022Mar,62,1,,,,,,,,,,,,,1,,,,,,,,
2022Mar,63,1.5,,,,,5,35,55,5,,,,,2.3255813953488373,,,,,,,,
2022Mar,68,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Mar,73,1.5,,,,,15,35,40,10,,,,,3.1746031746031744,,,,,,,,
2022Mar,85,1.1316716578,.0000012083,.0007471225,.1030375813,3.2648528718,24.7547762977,46.7598519296,22.3790181765,2.6617103843,.0755127946,.0004909228,.0000007104,.0000000002,3.013987818540463,,,,,,,,
2022Mar,88,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Mar,89,1.2,,,2.5,10,15,35,25,10,2.5,,,,4.371584699453552,,,,,,,,
2022Mar,90,1,1,2,5,15,30,20,15,7,3,2,0,0,5.428881650380022,,,,,,,,
2022Mar,91,1.3,0,0,0,5,20,40,30,5,0,0,0,0,3.389830508474576,,,,,,,,
2022Mar,93,1.1,,,,10,25,37.5,25,2.5,,,,,3.6199095022624435,,,,,,,,
2022Mar,95,1.270083289,.7369229172,2.3507349354,5.83998377,11.2991558312,17.0257689632,19.9799249654,18.2602765052,12.9971229019,7.2046598475,3.1103274739,1.0457433976,.1493784915,7.032449647755699,,,,,,,,
2022Mar,97,.8,,,,,,,,,,,,,1,,,,,,,,
2022Mar,98,1.2,,,,5,30,40,20,5,,,,,3.389830508474576,,,,,,,,
2022Mar,99,1.45,,,,,,,,,,,,,1,,,,,,,,
2022Mar,101,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Mar,102,1.1,,,,,,,,,,,,,1,,,,,,,,
2022Mar,105,1.2,,,,,,95,5,,,,,,1.1049723756906078,,,,,,,,
2022Mar,108,2.990132,,,,,,,6.1,15.06,24.13,27.04,18.03,9.64,5.011419521664016,,,,,,,,
2022Mar,110,1.4,.0858283811,.5207918491,2.3906004873,7.4924295735,16.0411021357,23.4692475733,23.4692475733,16.0411021357,7.4924295735,2.3906004873,.5207918491,.0858283811,5.745458261799038,,,,,,,,
2022Mar,112,1.7,,,,5,10,20,30,20,10,5,,,5.128205128205129,,,,,,,,
2022Mar,115,1,1.9085196673,3.0312399426,8.1352807001,14.5178320216,19.7319440242,20.4268087085,16.1063227224,9.6725085741,4.4237433029,1.540603751,.4084767148,.0967198705,6.795899960354801,,,,,,,,
2022Mar,117,1.3,,,,,,,,,,,,,1,,,,,,,,
2022Mar,121,.8661694393,1,2,3,18,35,30,8,2,.5,.5,0,0,3.9502271380604377,,,,,,,,
2022Mar,127,1.3,0,2,5,10,17,30,17,11,5,2,1,0,5.688282138794084,,,,,,,,
2022Mar,128,1.5,,,2,8,15,25,20,18,10,2,,,5.72737686139748,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2022Jun,1,1.4,,1,3,6,10,29,30,14,4,2,1,,4.752851711026615,,,,,,,,
2022Jun,4,1.6,2.5,2.5,2.5,5,10,25,25,15,5,2.5,2.5,2.5,6.015037593984962,,,,,,,,
2022Jun,6,1.2,,,,5,20,50,20,5,,,,,2.985074626865672,,,,,,,,
2022Jun,14,1.5,0,0,2,6,16,25,26,16,7,2,0,0,5.246589716684156,,,,,,,,
2022Jun,16,2,3,3,4,5,8,10,16,18,13,9,7,4,8.944543828264758,,,,,,,,
2022Jun,20,1.5,,,,,10,25,35,20,10,,,,4.081632653061225,,,,,,,,
2022Jun,22,1.4,,,,,15,40,30,15,,,,,3.389830508474576,,,,,,,,
2022Jun,23,1.4,,,,,5,10,44,36,5,,,,2.956830277942046,,,,,,,,
2022Jun,24,1.2383080668,1,2,5,14,16,20,22,14,3,2,1,,6.345177664974619,,,,,,,,
2022Jun,26,1.5,,5,5,5,10,25,25,10,5,5,5,,6.25,,,,,,,,
2022Jun,29,1.8,0,.5,.5,.5,1,4.5,72,10,5,4.5,1.5,0,1.8679368637340057,,,,,,,,
2022Jun,32,1.65,,,,,,,,,,,,,1,,,,,,,,
2022Jun,37,1.7,,,,,2,35,54,9,,,,,2.3663038334122097,,,,,,,,
2022Jun,39,1.5,,,,5,5,35,35,20,,,,,3.4482758620689653,,,,,,,,
2022Jun,47,.9,,,,,,,,,,,,,1,,,,,,,,
2022Jun,49,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Jun,52,1.8,0,0,0,2,7,19,31,26,11,3,1,0,4.582951420714941,,,,,,,,
2022Jun,56,1.6,,,,0,15,25,30,20,10,,,,4.444444444444445,,,,,,,,
2022Jun,61,1.5,,,,2.5,15,27.5,35,15,5,,,,4.060913705583756,,,,,,,,
2022Jun,73,1.5,,,,,15,35,40,10,,,,,3.1746031746031744,,,,,,,,
2022Jun,82,1.3,,,,,,,,,,,,,1,,,,,,,,
2022Jun,85,1.562844427,.0000000001,.000000402,.0004615609,.095998737,3.7600535143,29.3487656471,48.3642583178,17.151083996,1.2612368443,.0180928376,.0000481199,.000000023,2.848719215577324,,,,,,,,
2022Jun,88,1.7,,,,,,,,,,,,,1,,,,,,,,
2022Jun,89,1.4,,,2.5,7.5,17.5,30,17.5,10,7.5,5,2.5,,5.673758865248227,,,,,,,,
2022Jun,90,1,1,2,5,15,30,20,15,7,3,2,0,0,5.428881650380022,,,,,,,,
2022Jun,91,1.5,0,0,0,0,17.5,27.5,32.5,15,7.5,0,0,0,4.166666666666667,,,,,,,,
2022Jun,93,1.4,,,,,2.5,52.5,42.5,2.5,,,,,2.185792349726776,,,,,,,,
2022Jun,97,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Jun,98,1.5,,,,,5,30,45,15,5,,,,3.125,,,,,,,,
2022Jun,99,1.46,,,,,,,,,,,,,1,,,,,,,,
2022Jun,101,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Jun,102,.9,,,,,,,,,,,,,1,,,,,,,,
2022Jun,105,1.8,,,,,,,95,5,,,,,1.1049723756906078,,,,,,,,
2022Jun,107,.9415404689,.2526721431,1.534965897,6.3503587624,16.3098093974,26.0272818667,25.8187993384,15.9208810326,6.0998257605,1.4507858858,.2139441218,.0195339673,.001141827,5.139749889521974,,,,,,,,
2022Jun,109,1.3,0,0,0,0,10,45,35,10,0,0,0,0,2.898550724637681,,,,,,,,
2022Jun,110,1.5,.0526119078,.3544682812,1.7823597169,6.096783194,14.1950348988,22.5050737807,24.3015384206,17.8736635766,8.9526546469,3.0528125106,.7083369428,.1246621231,5.719276389238852,,,,,,,,
2022Jun,112,1.8,,,,5,10,15,30,25,10,5,,,5.0,,,,,,,,
2022Jun,114,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Jun,115,.7,3.5612546901,4.8248576367,11.4090699745,17.7154139639,20.8934119573,18.7170594709,12.7358301873,6.5818474292,2.5831416991,.7697659595,.174137775,.0342092565,6.758372029220118,,,,,,,,
2022Jun,116,1.6,,,,,,,,,,,,,1,,,,,,,,
2022Jun,117,.9156626607,,,,,,,,,,,,,1,,,,,,,,
2022Jun,118,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Jun,121,1.84,0,.5,1,2.5,5,15,26.5,24,15,7,3,.5,5.497526113249037,,,,,,,,
2022Jun,127,1.3,0,2,5,10,17,30,17,11,5,2,1,0,5.688282138794084,,,,,,,,
2022Jun,128,1.8,,,,1,5,18,35,30,8,2,1,,3.930817610062893,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2022Sep,2,3.4,0,0,0,0,0,0,0,0,10,50,40,0,2.380952380952381,,,,,,,,
2022Sep,4,1.3,2.5,5,5,7.5,10,15,15,12.5,10,7.5,5,5,9.75609756097561,,,,,,,,
2022Sep,5,1.9,,,,,5,20,30,25,15,5,,,4.545454545454546,,,,,,,,
2022Sep,6,1.6,,,,,5,40,40,10,5,,,,2.985074626865672,,,,,,,,
2022Sep,14,2.5,0,0,0,0,2,6,17,25,25,16,7,2,5.296610169491527,,,,,,,,
2022Sep,16,1.8,3,4,5,8,10,16,19,14,9,7,4,1,8.517887563884157,,,,,,,,
2022Sep,20,1.8,,,,,10,22,30,25,10,3,,,4.508566275924256,,,,,,,,
2022Sep,22,1.1,,,,10,30,40,20,,,,,,3.3333333333333335,,,,,,,,
2022Sep,23,1.3,,,1,5,20,30,26,11,5,2,,,4.646840148698885,,,,,,,,
2022Sep,24,1.541168,1,1,3,5,15,20,25,20,5,3,1,1,5.807200929152148,,,,,,,,
2022Sep,26,1.4,,5,5,5,10,25,25,10,5,5,5,,6.25,,,,,,,,
2022Sep,29,2,0,.1,.5,1,5,12,25,39.4,14,2,.5,.5,3.924461956265796,,,,,,,,
2022Sep,32,1.8,,,,,,,,,,,,,1,,,,,,,,
2022Sep,36,2,,,,,,10,20,30,25,10,5,,4.651162790697675,,,,,,,,
2022Sep,37,1.3,,,,1,6,61,30,2,,,,,2.1450021450021453,,,,,,,,
2022Sep,39,1.7,,,,,5,35,40,20,,,,,3.076923076923077,,,,,,,,
2022Sep,45,1.2,,,,10,20,30,20,10,5,5,,,5.128205128205129,,,,,,,,
2022Sep,47,1.3,,,,,,,,,,,,,1,,,,,,,,
2022Sep,48,1.5,,,,,,40,50,10,,,,,2.380952380952381,,,,,,,,
2022Sep,49,1.3,,,,,,,,,,,,,1,,,,,,,,
2022Sep,56,1.9262673,,,,,,10,40,40,10,,,,2.9411764705882355,,,,,,,,
2022Sep,61,1.6,,,,,5,25,42.5,17.5,10,,,,3.493449781659389,,,,,,,,
2022Sep,63,1.6,,,,,,20,70,10,,,,,1.8518518518518519,,,,,,,,
2022Sep,68,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Sep,73,1.5,,,,,15,35,40,10,,,,,3.1746031746031744,,,,,,,,
2022Sep,85,1.452584,,,.0005,.1313,5.5872,38.3098,45.9145,9.7171,.3378,.0018,,,2.7015693034319472,,,,,,,,
2022Sep,88,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Sep,89,1.4,,,2.5,7.5,17.5,30,17.5,10,7.5,5,2.5,,5.673758865248227,,,,,,,,
2022Sep,90,1.4,,1,2,7,20,30,15,12,7,5,1,,5.561735261401557,,,,,,,,
2022Sep,93,1.4,,,,,10,45,35,10,,,,,2.898550724637681,,,,,,,,
2022Sep,95,1.904,.04,.24,1.09,3.67,9.03,16.34,21.69,21.17,15.17,7.98,3.09,.49,6.307257281602386,,,,,,,,
2022Sep,97,1.7,,,,,,,,,,,,,1,,,,,,,,
2022Sep,98,1.5,,,,,5,35,35,20,5,,,,3.4482758620689653,,,,,,,,
2022Sep,99,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Sep,102,1.2,,,,,,,,,,,,,1,,,,,,,,
2022Sep,105,1.9,,,,,,,95,5,,,,,1.1049723756906078,,,,,,,,
2022Sep,107,2.436752445,,,,,4.6,14.27,27.93,29.7,17.14,5.37,.91,.08,4.524029563990318,,,,,,,,
2022Sep,109,1.8,,,,,,20,45,30,5,,,,2.985074626865672,,,,,,,,
2022Sep,110,1.5,.05,.35,1.77,6.08,14.19,22.54,24.34,17.88,8.94,3.04,.7,.12,5.709614923014979,,,,,,,,
2022Sep,112,1.8,,,,5,10,15,30,25,10,5,,,5.0,,,,,,,,
2022Sep,114,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Sep,115,1.4,.56538,1.17378,3.93014,8.89197,15.32346,22.1,18.13053,15.32347,8.89197,3.93014,1.3229,.41626,6.75954145981877,,,,,,,,
2022Sep,117,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Sep,118,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Sep,121,2.1345,0,0,1,2.5,5,15,23,28,15,7,3,.5,5.395198273536552,,,,,,,,
2022Sep,127,1.8,0,0,3,6,9,12,25,23,12,7,3,0,6.150061500615007,,,,,,,,
2022Sep,128,1.8,,,,1,6,20,30,30,10,2,1,,4.269854824935952,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2022Dec,1,2.5,,,,1,2,6,16,18,25,20,10,2,5.714285714285714,,,,,,,,
2022Dec,2,2.8,,,,,,,,10,60,30,,,2.1739130434782608,,,,,,,,
2022Dec,4,1.3,2.5,5,5,7.5,12.5,20,12.5,10,7.5,5,2.5,10,8.98876404494382,,,,,,,,
2022Dec,5,1.4,,,,5,22.5,30,22.5,15,5,,,,4.571428571428571,,,,,,,,
2022Dec,6,1.84,,,,5,10,10,30,30,10,5,,,4.651162790697675,,,,,,,,
2022Dec,8,1.7,,,,,10,22,30,28,10,,,,4.222972972972973,,,,,,,,
2022Dec,14,4,0,0,0,0,0,0,1,3,8,16,22,50,3.017501508750754,,,,,,,,
2022Dec,16,1.8,1,2,3,6,9,13,19,16,13,9,6,3,8.250825082508252,,,,,,,,
2022Dec,20,2.2,,,,,,10,22,30,25,10,3,,4.508566275924256,,,,,,,,
2022Dec,22,1.3,,,,10,15,40,25,10,,,,,3.7735849056603774,,,,,,,,
2022Dec,23,1.8,,,,,2,18,25,20,16,10,6,3,5.701254275940707,,,,,,,,
2022Dec,24,2.1992580565,,,1,2,7,10,20,22,19,12,6,1,6.329113924050634,,,,,,,,
2022Dec,26,1.2,5,5,5,10,15,20,15,10,5,5,5,,8.333333333333334,,,,,,,,
2022Dec,29,2,0,.5,.5,1,5.5,12,27,28,13,8,4,.5,5.159958720330237,,,,,,,,
2022Dec,32,1.7,,,,,,,,,,,,,1,,,,,,,,
2022Dec,37,1.6,,,,,1,38,58,3,,,,,2.0755500207554998,,,,,,,,
2022Dec,39,2,,,,,,10,30,30,25,5,,,3.9215686274509802,,,,,,,,
2022Dec,47,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Dec,49,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Dec,56,2.2,,,,,5,10,20,30,20,10,5,,5.128205128205129,,,,,,,,
2022Dec,61,1.9,,,,,5,17.5,32.5,22.5,12.5,7.5,2.5,,4.733727810650888,,,,,,,,
2022Dec,63,1.8,,,,,,15,45,30,10,,,,3.076923076923077,,,,,,,,
2022Dec,68,1.6,,,,,,,,,,,,,1,,,,,,,,
2022Dec,73,1.3,,,,,20,50,25,5,,,,,2.816901408450704,,,,,,,,
2022Dec,82,1.6,,,,,,,,,,,,,1,,,,,,,,
2022Dec,85,1.300713655,.0000047794,.0011962635,.0914920742,2.173771219,16.3940856534,40.0706691675,32.121621005,8.4185874673,.709599221,.0188189017,.0001538659,.0000003821,3.3530793250361572,,,,,,,,
2022Dec,89,1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,,,
2022Dec,90,1.9,0,0,1,2,7,20,30,15,12,7,5,1,5.561735261401557,,,,,,,,
2022Dec,91,1.3,0,0,0,5,22.5,32.5,22.5,12.5,5,0,0,0,4.395604395604396,,,,,,,,
2022Dec,93,1.1,,,,5,35,40,15,5,,,,,3.225806451612903,,,,,,,,
2022Dec,95,4.2405896814,0,.0000000002,.000000012,.0000004857,.0000144815,.0003171233,.0051003698,.0602467632,.5226660202,3.3302229318,15.584068225,80.4973635873,1.4849891474455648,,,,,,,,
2022Dec,97,1.6,,,,,,,,,,,,,1,,,,,,,,
2022Dec,98,1.4,,,,,10,35,30,20,5,,,,3.7735849056603774,,,,,,,,
2022Dec,101,1.8,,,,,,,,,,,,,1,,,,,,,,
2022Dec,102,1.8,,,,,,,,,,,,,1,,,,,,,,
2022Dec,104,1.8,,,,,,,,,,,,,1,,,,,,,,
2022Dec,107,1.5484660791,0,0,0,0,14.9024528664,29.3708782382,31.2386426153,17.9325903571,5.5494048247,.9236113678,.0824197305,0,4.142814542849932,,,,,,,,
2022Dec,109,2,0,0,0,0,0,5,20,40,20,10,5,0,3.9215686274509802,,,,,,,,
2022Dec,110,1.2,.1845639719,.9690651386,3.8856658612,10.5883372643,19.617710664,24.7207699586,21.1895001448,12.353492882,4.8972277298,1.3194946148,.2414927869,.0326789831,5.709253512069454,,,,,,,,
2022Dec,112,2.5,,,,,,5,10,15,30,25,10,5,5.0,,,,,,,,
2022Dec,114,.9,,,,,,,,,,,,,1,,,,,,,,
2022Dec,115,2.3130274034,.0430783514,.1264565919,.5916676443,1.9558459417,5.045703036,10.1599180982,15.9690587006,19.5936288727,18.767600136,14.0332546237,8.1911915281,5.5225964754,7.049465945329713,,,,,,,,
2022Dec,116,1.6,.25,.25,.5,3,10,20,30,20,10,5,.5,.5,5.168292525356935,,,,,,,,
2022Dec,117,1.4,,,,,,,,,,,,,1,,,,,,,,
2022Dec,118,1.5,,,,,,,,,,,,,1,,,,,,,,
2022Dec,121,1.82,0,.5,1,2.5,6,18,30,18,13,7,3,1,5.496015388843088,,,,,,,,
2022Dec,127,2,0,0,2,4,8,11,15,20,15,11,8,6,7.836990595611284,,,,,,,,
2022Dec,128,2.4,,,1,1,2,5,10,40,20,15,4,2,4.208754208754209,,,,,,,,
2022Dec,135,1.76,,,,,,20,30,20,10,10,10,,5.0,,,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,,,
2023Mar,1,2.6,,,1,2,4,8,10,16,24,17,10,8,6.802721088435374,,,,,,,,
2023Mar,2,5,,,,,,,,,,,5,95,1.1049723756906078,,,,,,,,
2023Mar,5,2.5,,,,,,5,15,30,27.5,15,5,2.5,4.624277456647399,,,,,,,,
2023Mar,6,2.6,,,,,,10,10,10,30,30,10,,4.545454545454546,,,,,,,,
2023Mar,10,1.6,,,,,10,10,70,10,,,,,1.9230769230769231,,,,,,,,
2023Mar,16,3.9,0,0,0,0,0,0,0,5,10,15,40,30,3.508771929824561,,,,,,,,
2023Mar,20,5.2,,,,,,,,,,5,5,90,1.2269938650306749,,,,,,,,
2023Mar,22,4.3,,,,,,,,,,10,20,70,1.8518518518518519,,,,,,,,
2023Mar,23,1.3,,,,5,15,25,20,15,10,5,3,2,6.1050061050061055,,,,,,,,
2023Mar,24,4.9659621342,,,,,,,,,,,,,1,,,,,,,,
2023Mar,26,1,5,5,5,5,20,20,15,5,5,5,5,5,8.0,,,,,,,,
2023Mar,29,2.7,0,0,0,0,1,5,16,18,26,14,11,9,5.9523809523809526,,,,,,,,
2023Mar,32,2.9,,,,,,,,,,,,,1,,,,,,,,
2023Mar,37,2.9,,,,,,,,14,43,37,6,,2.898550724637681,,,,,,,,
